"word_kanji","kana_parsed","kana_parsed2","hangul"
代数,ダイ|スウ,ダイ|スー,대수
村,ムラ,ムラ,촌
事故,ジ|コ,ジ|コ,사고
窒素,チッ|ソ,チッ|ソ,질소
現代,ゲン|ダイ,ゲン|ダイ,현대
北極,ホッ|キョク,ホッ|キョク,북극
人口,ジン|コウ,ジン|コー,인구
通貨,ツウ|カ,ツー|カ,통화
賞,ショウ,ショー,상
自由民主党,ジ|ユウ|ミン|シュ|トウ,ジ|ユー|ミン|シュ|トー,자유민주당
軍事,グン|ジ,グン|ジ,군사
裁判,サイ|バン,サイ|バン,재판
黄道,コウ|ドウ,コー|ドー,황도
食虫植物,ショク|チュウ|ショク|ブツ,ショク|チュー|ショク|ブツ,식충식물
音速,オン|ソク,オン|ソク,음속
三角州,サン|カク|ス,サン|カク|ス,삼각주
検出,ケン|シュツ,ケン|シュツ,검출
訂正,テイ|セイ,テイ|セイ,정정
距離,キョ|リ,キョ|リ,거리
菌,キン,キン,균
長江,ナガ|エ,ナガ|エ,장강
回文,カイ|ブン,カイ|ブン,회문
曜日,ヨウ|ビ,ヨー|ビ,요일
匈奴,キョウ|ド,キョー|ド,흉노
符号,フ|ゴウ,フ|ゴー,부호
聖地,セイ|チ,セイ|チ,성지
弾劾,ダン|ガイ,ダン|ガイ,탄핵
長安,ナガ|ヤス,ナガ|ヤス,장안
延亨黙,ヨン|ヒョン|ムク,ヨン|ヒョン|ムク,연형묵
国境,コッ|キョウ,コッ|キョー,국경
地形,チ|ケイ,チ|ケイ,지형
要塞,ヨウ|サイ,ヨー|サイ,요새
国立,コク|リツ,コク|リツ,국립
毎,ゴト,ゴト,매
高速,コウ|ソク,コー|ソク,고속
気候,キ|コウ,キ|コー,기후
熱帯,ネッ|タイ,ネッ|タイ,열대
温帯,オン|タイ,オン|タイ,온대
軟体動物,ナン|タイ|ドウ|ブツ,ナン|タイ|ドー|ブツ,연체동물
多面体,タ|メン|タイ,タ|メン|タイ,다면체
法則,ホウ|ソク,ホー|ソク,법칙
盆地,ボン|チ,ボン|チ,분지
鉛筆,エン|ピツ,エン|ピツ,연필
国語,コク|ゴ,コク|ゴ,국어
韓明淑,カン|ミン|シュク,カン|ミン|シュク,한명숙
銀河,ギン|ガ,ギン|ガ,은하
音楽,オン|ガク,オン|ガク,음악
新生代,シン|セイ|ダイ,シン|セイ|ダイ,신생대
継続,ケイ|ゾク,ケイ|ゾク,계속
侵攻,シン|コウ,シン|コー,침공
駅,エキ,エキ,역
白夜,ビャク|ヤ,ビャク|ヤ,백야
速球,ソッ|キュウ,ソッ|キュー,속구
学会,ガッ|カイ,ガッ|カイ,학회
改革,カイ|カク,カイ|カク,개혁
小銃,ショウ|ジュウ,ショー|ジュー,소총
血漿,ケッ|ショウ,ケッ|ショー,혈장
太陽暦,タイ|ヨウ|レキ,タイ|ヨー|レキ,태양력
銀行,ギン|コウ,ギン|コー,은행
形式,ケイ|シキ,ケイ|シキ,형식
黄河,コウ|ガ,コー|ガ,황하
軍艦,グン|カン,グン|カン,군함
石英,セキ|エイ,セキ|エイ,석영
韓昇洙,カン|ショウ|ジュ,カン|ショー|ジュ,한승수
金在杰,キン|ザイ|モク,キン|ザイ|モク,김재걸
火山,カ|ザン,カ|ザン,화산
群島,グン|トウ,グン|トー,군도
租庸調,ソ|ヨウ|チョウ,ソ|ヨー|チョー,조용조
空港,クウ|コウ,クー|コー,공항
格差,カク|サ,カク|サ,격차
金一,キン|イチ,キン|イチ,김일
商法,ショウ|ホウ,ショー|ホー,상법
接合,セツ|ゴウ,セツ|ゴー,접합
株式,カブ|シキ,カブ|シキ,주식
済州国際空港,サイ|シュウ|コク|サイ|クウ|コウ,サイ|シュー|コク|サイ|クー|コー,제주국제공항
抽出,チュウ|シュツ,チュー|シュツ,추출
扇状地,セン|ジョウ|チ,セン|ジョー|チ,선상지
平野,ヘイ|ヤ,ヘイ|ヤ,평야
槍,ヤリ,ヤリ,창
泰山,タイ|ザン,タイ|ザン,태산
位相,イ|ソウ,イ|ソー,위상
合意,ゴウ|イ,ゴー|イ,합의
指向,シ|コウ,シ|コー,지향
州立,シュウ|リツ,シュー|リツ,주립
長石,チョウ|セキ,チョー|セキ,장석
水族館,スイ|ゾク|カン,スイ|ゾク|カン,수족관
空軍,クウ|グン,クー|グン,공군
国旗,コッ|キ,コッ|キ,국기
板橋,イタ|バシ,イタ|バシ,판교
南極,ナン|キョク,ナン|キョク,남극
広場,ヒロ|バ,ヒロ|バ,광장
天安門,テン|アン|モン,テン|アン|モン,천안문
安陽,アン|ヨウ,アン|ヨー,안양
金亨稷,キン|キョウ|ショク,キン|キョー|ショク,김형직
地峡,チ|キョウ,チ|キョー,지협
大田,オオ|タ,オー|タ,대전
大邱,タイ|キュウ,タイ|キュー,대구
拳銃,ケン|ジュウ,ケン|ジュー,권총
中生代,チュウ|セイ|ダイ,チュー|セイ|ダイ,중생대
十字,ジュウ|ジ,ジュー|ジ,십자
記述,キ|ジュツ,キ|ジュツ,기술
城南,ジョウ|ナン,ジョー|ナン,성남
超新星,チョウ|シン|セイ,チョー|シン|セイ,초신성
金永南,キン|エイ|ナン,キン|エイ|ナン,김영남
人権,ジン|ケン,ジン|ケン,인권
口訣,ク|ケツ,ク|ケツ,구결
制憲,セイ|ケン,セイ|ケン,제헌
限界,ゲン|カイ,ゲン|カイ,한계
貿易,ボウ|エキ,ボー|エキ,무역
早期,ソウ|キ,ソー|キ,조기
警報,ケイ|ホウ,ケイ|ホー,경보
平衡,ヘイ|コウ,ヘイ|コー,평형
毒,ドク,ドク,독
空中,クウ|チュウ,クー|チュー,공중
給油,キュウ|ユ,キュー|ユ,급유
聴診,チョウ|シン,チョー|シン,청진
点,テン,テン,점
金玉淑,キン|ギョク|ヨシ,キン|ギョク|ヨシ,김옥숙
樹脂,ジュ|シ,ジュ|シ,수지
一眼,イチ|ガン,イチ|ガン,일안
自動車,ジ|ドウ|シャ,ジ|ドー|シャ,자동차
孔雀石,ク|ジャク|セキ,ク|ジャク|セキ,공작석
周波数,シュウ|ハ|スウ,シュー|ハ|スー,주파수
信号,シン|ゴウ,シン|ゴー,신호
分隊,ブン|タイ,ブン|タイ,분대
公転,コウ|テン,コー|テン,공전
周期,シュウ|キ,シュー|キ,주기
捕獲,ホ|カク,ホ|カク,포획
転換,テン|カン,テン|カン,전환
北極星,ホッ|キョク|セイ,ホッ|キョク|セイ,북극성
禁止,キン|シ,キン|シ,금지
素数,ソ|スウ,ソ|スー,소수
放出,ホウ|シュツ,ホー|シュツ,방출
付随,フ|ズイ,フ|ズイ,부수
閉鎖,ヘイ|サ,ヘイ|サ,폐쇄
雲母,ウン|モ,ウン|モ,운모
自発,ジ|ハツ,ジ|ハツ,자발
新聞,シン|ブン,シン|ブン,신문
金聖愛,キン|セイ|アイ,キン|セイ|アイ,김성애
自治,ジ|チ,ジ|チ,자치
国民,コク|ミン,コク|ミン,국민
政体,セイ|タイ,セイ|タイ,정체
氷山,ヒョウ|ザン,ヒョー|ザン,빙산
古生代,コ|セイ|ダイ,コ|セイ|ダイ,고생대
素因数,ソ|イン|スウ,ソ|イン|スー,소인수
失業,シツ|ギョウ,シツ|ギョー,실업
美少年,ビ|ショウ|ネン,ビ|ショー|ネン,미소년
性的,セイ|テキ,セイ|テキ,성적
音律,オン|リツ,オン|リツ,음률
棘皮動物,キョク|ヒ|ドウ|ブツ,キョク|ヒ|ドー|ブツ,극피동물
差別,サ|ベツ,サ|ベツ,차별
電報,デン|ポウ,デン|ポー,전보
大戦,タイ|セン,タイ|セン,대전
薔薇,バラ|,バラ|,장미
独裁,ドク|サイ,ドク|サイ,독재
古典,コ|テン,コ|テン,고전
工兵,コウ|ヘイ,コー|ヘイ,공병
農場,ノウ|ジョウ,ノー|ジョー,농장
中央,チュウ|オウ,チュー|オー,중앙
高原,コウ|ゲン,コー|ゲン,고원
中京,チュウ|キョウ,チュー|キョー,중경
豆腐,トウ|フ,トー|フ,두부
定常波,テイ|ジョウ|ハ,テイ|ジョー|ハ,정상파
城,ジョウ,ジョー,성
農業党,ノウ|ギョウ|トウ,ノー|ギョー|トー,농업당
無人島,ム|ジン|トウ,ム|ジン|トー,무인도
誤差,ゴ|サ,ゴ|サ,오차
界面,カイ|メン,カイ|メン,계면
断食,ダン|ジキ,ダン|ジキ,단식
地震,ジ|シン,ジ|シン,지진
同素体,ドウ|ソ|タイ,ドー|ソ|タイ,동소체
鉱物,コウ|ブツ,コー|ブツ,광물
手話,シュ|ワ,シュ|ワ,수화
点字,テン|ジ,テン|ジ,점자
鉱石,コウ|セキ,コー|セキ,광석
人間,ニン|ゲン,ニン|ゲン,인간
柔術,ジュウ|ジュツ,ジュー|ジュツ,유술
体育,タイ|イク,タイ|イク,체육
主席,シュ|セキ,シュ|セキ,주석
単記,タン|キ,タン|キ,단기
爆弾,バク|ダン,バク|ダン,폭탄
証明,ショウ|メイ,ショー|メイ,증명
白人,ハク|ジン,ハク|ジン,백인
弁証法,ベン|ショウ|ホウ,ベン|ショー|ホー,변증법
変奏曲,ヘン|ソウ|キョク,ヘン|ソー|キョク,변주곡
済州,サイ|シュウ,サイ|シュー,제주
補助,ホ|ジョ,ホ|ジョ,보조
動力,ドウ|リョク,ドー|リョク,동력
射撃,シャ|ゲキ,シャ|ゲキ,사격
変態,ヘン|タイ,ヘン|タイ,변태
温泉,オン|セン,オン|セン,온천
西部,セイ|ブ,セイ|ブ,서부
戦線,セン|セン,セン|セン,전선
異状,イ|ジョウ,イ|ジョー,이상
機械,キ|カイ,キ|カイ,기계
病院,ビョウ|イン,ビョー|イン,병원
医療,イ|リョウ,イ|リョー,의료
郡,グン,グン,군
抽象,チュウ|ショウ,チュー|ショー,추상
遊撃手,ユウ|ゲキ|シュ,ユー|ゲキ|シュ,유격수
亜鉛,ア|エン,ア|エン,아연
銀,ギン,ギン,은
伊勢,イ|セ,イ|セ,이세
自閉症,ジ|ヘイ|ショウ,ジ|ヘイ|ショー,자폐증
回線,カイ|セン,カイ|セン,회선
交換,コウ|カン,コー|カン,교환
分散,ブン|サン,ブン|サン,분산
地区,チ|ク,チ|ク,지구
握手,アク|シュ,アク|シュ,악수
解放,カイ|ホウ,カイ|ホー,해방
飛行船,ヒ|コウ|セン,ヒ|コウ|セン,비행선
馬謖,バ|ショク,バ|ショク,마속
鞍山,アン|ザン,アン|ザン,안산
独立,ドク|リツ,ドク|リツ,독립
行進曲,コウ|シン|キョク,コー|シン|キョク,행진곡
鉄道,テツ|ドウ,テツ|ドー,철도
韓非子,カン|ピ|シ,カン|ピ|シ,한비자
思考,シ|コウ,シ|コー,사고
実験,ジッ|ケン,ジッ|ケン,실험
契約,ケイ|ヤク,ケイ|ヤク,계약
紫外線,シ|ガイ|セン,シ|ガイ|セン,자외선
主権,シュ|ケン,シュ|ケン,주권
王水,オウ|スイ,オー|スイ,왕수
制御,セイ|ギョ,セイ|ギョ,제어
重水,ジュウ|スイ,ジュー|スイ,중수
人工,ジン|コウ,ジン|コー,인공
標準軌,ヒョウ|ジュン|キ,ヒョー|ジュン|キ,표준궤
狭軌,キョウ|キ,キョー|キ,협궤
軌間,キ|カン,キ|カン,궤간
広軌,コウ|キ,コー|キ,광궤
炭化,タン|カ,タン|カ,탄화
南北,ナン|ボク,ナン|ボク,남북
黄永祚,ファン|ヨン|ジュ,ファン|ヨン|ジュ,황영조
丘陵,キュウ|リョウ,キュー|リョー,구릉
幾何,キ|カ,キ|カ,기하
平均,ヘイ|キン,ヘイ|キン,평균
決議,ケツ|ギ,ケツ|ギ,결의
観音寺,カン|ノン|ジ,カン|ノン|ジ,관음사
年,トシ,トシ,년
標準時,ヒョウ|ジュン|ジ,ヒョー|ジュン|ジ,표준시
引用,イン|ヨウ,イン|ヨー,인용
聖母,セイ|ボ,セイ|ボ,성모
金復東,キン|フク|トウ,キン|フク|トー,김복동
偏西風,ヘン|セイ|フウ,ヘン|セイ|フー,편서풍
紅,ベニ,ベニ,홍
感覚,カン|カク,カン|カク,감각
肥満,ヒ|マン,ヒ|マン,비만
盟,メイ,メイ,맹
極限,キョク|ゲン,キョク|ゲン,극한
大院君,タイイン|ク|ン,タイイン|ク|ン,대원군
学派,ガク|ハ,ガク|ハ,학파
椅子,イ|ス,イ|ス,의자
蜂起,ホウ|キ,ホー|キ,봉기
学閥,ガク|バツ,ガク|バツ,학벌
山武,サン|ブ,サン|ブ,산무
電圧,デン|アツ,デン|アツ,전압
支庁,シ|チョウ,シ|チョー,지청
結合,ケツ|ゴウ,ケツ|ゴー,결합
工業,コウ|ギョウ,コー|ギョー,공업
学級,ガッ|キュウ,ガッ|キュー,학급
万葉集,マン|ヨウ|シュウ,マン|ヨー|シュー,만엽집
命題,メイ|ダイ,メイ|ダイ,명제
禁書,キン|ショ,キン|ショ,금서
外交,ガイ|コウ,ガイ|コー,외교
演算,エン|ザン,エン|ザン,연산
脂肪,シ|ボウ,シ|ボー,지방
原論,ゲン|ロン,ゲン|ロン,원론
水路,スイ|ロ,スイ|ロ,수로
武装,ブ|ソウ,ブ|ソー,무장
刑事,ケイ|ジ,ケイ|ジ,형사
裁判所,サイ|バン|ショ,サイ|バン|ショ,재판소
選択,セン|タク,セン|タク,선택
橋,キョウ,キョー,교
想像,ソウ|ゾウ,ソー|ゾー,상상
橋脚,キョウ|キャク,キョー|キャク,교각
兵曹,ヘイ|ソウ,ヘイ|ソー,병조
焚書坑儒,フン|ショ|コウ|ジュ,フン|ショ|コー|ジュ,분서갱유
砲兵,ホウ|ヘイ,ホー|ヘイ,포병
血友病,ケツ|ユウ|ビョウ,ケツ|ユー|ビョー,혈우병
栄養失調,エイ|ヨウ|シッ|チョウ,エイ|ヨー|シッ|チョー,영양실조
富川,トミ|カワ,トミ|カワ,부천
酸素,サン|ソ,サン|ソ,산소
韓国日報,カン|コク|ニッ|ポウ,カン|コク|ニッ|ポー,한국일보
侵入,シン|ニュウ,シン|ニュー,침입
紛争,フン|ソウ,フン|ソー,분쟁
私立,シ|リツ,シ|リツ,사립
金久美子,キム|ク|ミ|コ,キム|ク|ミ|コ,김구미자
砂岩,シャ|ガン,シャ|ガン,사암
移民,イ|ミン,イ|ミン,이민
朋党,ホウ|トウ,ホー|トー,붕당
西人,セイ|ジン,セイ|ジン,서인
王,オウ,オー,왕
伴,バン,バン,반
剣道,ケン|ドウ,ケン|ドー,검도
主成分,シュ|セイ|ブン,シュ|セイ|ブン,주성분
分析,ブン|セキ,ブン|セキ,분석
宦官,カン|ガン,カン|ガン,환관
貧血,ヒン|ケツ,ヒン|ケツ,빈혈
曹渓寺,ソウ|ケイ|ジ,ソー|ケイ|ジ,조계사
暴動,ボウ|ドウ,ボー|ドー,폭동
市営,シ|エイ,シ|エイ,시영
黒人,コク|ジン,コク|ジン,흑인
液晶,エキ|ショウ,エキ|ショー,액정
独立新聞,ドク|リツ|シン|ブン,ドク|リツ|シン|ブン,독립신문
競売,キョウ|バイ,キョー|バイ,경매
鉱業,コウ|ギョウ,コー|ギョー,광업
舞曲,ブ|キョク,ブ|キョク,무곡
多重,タ|ジュウ,タ|ジュウ,다중
放送,ホウ|ソウ,ホー|ソー,방송
射手,シャ|シュ,シャ|シュ,사수
南米,ナン|ベイ,ナン|ベイ,남미
種子,シュ|シ,シュ|シ,종자
貯蔵庫,チョ|ゾウ|コ,チョ|ゾー|コ,저장고
危機,キ|キ,キ|キ,위기
押韻,オウ|イン,オー|イン,압운
食中毒,ショク|チュウ|ドク,ショク|チュー|ドク,식중독
発射,ハッ|シャ,ハッ|シャ,발사
民主革命党,ミン|シュ|カク|メイ|トウ,ミン|シュ|カク|メイ|トー,민주혁명당
巡礼,ジュン|レイ,ジュン|レイ,순례
転送,テン|ソウ,テン|ソー,전송
文法,ブン|ポウ,ブン|ポー,문법
医学,イ|ガク,イ|ガク,의학
天王星,テン|オウ|セイ,テン|オー|セイ,천왕성
法王,ホウ|オウ,ホー|オー,법왕
反乱,ハン|ラン,ハン|ラン,반란
夫人,フ|ジン,フ|ジン,부인
増幅,ゾウ|フク,ゾー|フク,증폭
民主,ミン|シュ,ミン|シュ,민주
鼻濁音,ビ|ダク|オン,ビ|ダク|オン,비탁음
三角,サン|カク,サン|カク,삼각
乾燥,カン|ソウ,カン|ソー,건조
白石,シラ|イシ,シラ|イシ,백석
鋼,コウ,コー,강
陰陽,イン|ヨウ,イン|ヨー,음양
分割,ブン|カツ,ブン|カツ,분할
関東軍,カン|トウ|グン,カン|トー|グン,관동군
軽自動車,ケイ|ジ|ドウ|シャ,ケイ|ジ|ドー|シャ,경자동차
世代,セ|ダイ,セ|ダイ,세대
愛国,アイ|コク,アイ|コク,애국
同盟,ドウ|メイ,ドー|メイ,동맹
東方,トウ|ホウ,トー|ホー,동방
正規,セイ|キ,セイ|キ,정규
道路,ドウ|ロ,ドー|ロ,도로
南洋,ナン|ヨウ,ナン|ヨー,남양
安息日,アン|ソク|ビ,アン|ソク|ビ,안식일
全日本空輸,ゼン|ニホン|ク|ウ|ユ,ゼン|ニホン|ク|ー|ユ,전일본공수
怪物,カイ|ブツ,カイ|ブツ,괴물
五十音,ゴ|ジュウ|オン,ゴ|ジュー|オン,오십음
国営,コク|エイ,コク|エイ,국영
十字架,ジュウ|ジ|カ,ジュー|ジ|カ,십자가
合同,ゴウ|ドウ,ゴー|ドー,합동
里,サト,サト,리
地獄,ジ|ゴク,ジ|ゴク,지옥
人民日報,ジン|ミン|ニッ|ポウ,ジン|ミン|ニッ|ポー,인민일보
上代,ジョウ|ダイ,ジョー|ダイ,상대
体制,タイ|セイ,タイ|セイ,체제
司祭,シ|サイ,シ|サイ,사제
比,ヒ,ヒ,비
修道院,シュウ|ドウ|イン,シュー|ドー|イン,수도원
試行,シ|コウ,シ|コー,시행
短期大学,タン|キ|ダイ|ガク,タン|キ|ダイ|ガク,단기대학
脂肪酸,シ|ボウ|サン,シ|ボー|サン,지방산
静止,セイ|シ,セイ|シ,정지
参照,サン|ショウ,サン|ショー,참조
飛行場,ヒ|コウ|ジョウ,ヒ|コー|ジョー,비행장
天文台,テン|モン|ダイ,テン|モン|ダイ,천문대
部首,ブ|シュ,ブ|シュ,부수
文,ブン,ブン,문
絞首刑,コウ|シュ|ケイ,コー|シュ|ケイ,교수형
四捨五入,シ|シャ|ゴ|ニュウ,シ|シャ|ゴ|ニュー,사사오입
改憲,カイ|ケン,カイ|ケン,개헌
馬力,バ|リキ,バ|リキ,마력
対立,タイ|リツ,タイ|リツ,대립
自由党,ジ|ユウ|トウ,ジ|ユー|トー,자유당
複写,フク|シャ,フク|シャ,복사
平面,ヘイ|メン,ヘイ|メン,평면
代理,ダイ|リ,ダイ|リ,대리
商業,ショウ|ギョウ,ショー|ギョー,상업
時効,ジ|コウ,ジ|コー,시효
薬師如来,ヤク|シ|ニョ|ライ,ヤク|シ|ニョ|ライ,약사여래
地図,チ|ズ,チ|ズ,지도
界,サカイ,サカイ,계
識別子,シキ|ベツ|シ,シキ|ベツ|シ,식별자
博物館,ハク|ブツ|カン,ハク|ブツ|カン,박물관
科料,カ|リョウ,カ|リョー,과료
選挙,セン|キョ,セン|キョ,선거
推力,スイ|リョク,スイ|リョク,추력
家畜,カ|チク,カ|チク,가축
経度,ケイ|ド,ケイ|ド,경도
緯度,イ|ド,イ|ド,위도
雑種,ザッ|シュ,ザッ|シュ,잡종
日本航空,ニホン|コウ|ク|ウ,ニホン|コー|ク|ー,일본항공
変身,ヘン|シン,ヘン|シン,변신
混血,コン|ケツ,コン|ケツ,혼혈
職業,ショク|ギョウ,ショク|ギョー,직업
男性,ダン|セイ,ダン|セイ,남성
公式,コウ|シキ,コー|シキ,공식
星雲,セイ|ウン,セイ|ウン,성운
炭酸,タン|サン,タン|サン,탄산
対角線,タイ|カク|セン,タイ|カク|セン,대각선
平行四辺形,ヘイ|コウ|シ|ヘン|ケイ,ヘイ|コー|シ|ヘン|ケイ,평행사변형
号,ゴウ,ゴー,호
電信,デン|シン,デン|シン,전신
線,セン,セン,선
鳳凰,ホウ|オウ,ホー|オー,봉황
洗礼,セン|レイ,セン|レイ,세례
潮汐,チョウ|セキ,チョー|セキ,조석
動脈,ドウ|ミャク,ドー|ミャク,동맥
大動脈,ダイ|ドウ|ミャク,ダイ|ドー|ミャク,대동맥
鼻音,ビ|オン,ビ|オン,비음
根,ネ,ネ,근
玄武,ゲン|ブ,ゲン|ブ,현무
品詞,ヒン|シ,ヒン|シ,품사
公園,コウ|エン,コー|エン,공원
輝石,キ|セキ,キ|セキ,휘석
無声,ム|セイ,ム|セイ,무성
共和党,キョウ|ワ|トウ,キョー|ワ|トー,공화당
可変,カ|ヘン,カ|ヘン,가변
自動,ジ|ドウ,ジ|ドー,자동
停止,テイ|シ,テイ|シ,정지
司法,シ|ホウ,シ|ホー,사법
軍,グン,グン,군
大帝,タイ|テイ,タイ|テイ,대제
堆積岩,タイ|セキ|ガン,タイ|セキ|ガン,퇴적암
協定,キョウ|テイ,キョー|テイ,협정
査証,サ|ショウ,サ|ショー,사증
菓子,カ|シ,カ|シ,과자
金策,キン|サク,キン|サク,김책
処理,ショ|リ,ショ|リ,처리
牛島,ウシ|ジマ,ウシ|ジマ,우도
丹陽,タン|ヨウ,タン|ヨー,단양
予算,ヨ|サン,ヨ|サン,예산
俗語,ゾク|ゴ,ゾク|ゴ,속어
金哲柱,キン|ショウ|ニチ,キン|ショー|ニチ,김철주
戦隊,セン|タイ,セン|タイ,전대
銀色,ギン|イロ,ギン|イロ,은색
寄生,キ|セイ,キ|セイ,기생
灰色,ハイ|イロ,ハイ|イロ,회색
選手,セン|シュ,セン|シュ,선수
世界銀行,セ|カイ|ギン|コウ,セ|カイ|ギン|コー,세계은행
児童,ジ|ドウ,ジ|ドー,아동
投票,トウ|ヒョウ,トー|ヒョー,투표
星団,セイ|ダン,セイ|ダン,성단
亜熱帯,ア|ネッ|タイ,ア|ネッ|タイ,아열대
死語,シ|ゴ,シ|ゴ,사어
華族,カ|ゾク,カ|ゾク,화족
玄米,ゲン|マイ,ゲン|マイ,현미
反日,ハン|ニチ,ハン|ニチ,반일
感情,カン|ジョウ,カン|ジョー,감정
木管,モッ|カン,モッ|カン,목관
双曲線,ソウ|キョク|セン,ソー|キョク|セン,쌍곡선
大脳,ダイ|ノウ,ダイ|ノー,대뇌
湾流,ワン|リュウ,ワン|リュー,만류
絶滅,ゼツ|メツ,ゼツ|メツ,절멸
公館,コウ|カン,コー|カン,공관
寒帯,カン|タイ,カン|タイ,한대
劇場,ゲキ|ジョウ,ゲキ|ジョー,극장
聖堂,セイ|ドウ,セイ|ドー,성당
雪女,ユキオン|ナ,ユキオン|ナ,설녀
荘,ソウ,ソー,장
物質,ブッ|シツ,ブッ|シツ,물질
永宗島,エイ|シュウ|ジマ,エイ|シュー|ジマ,영종도
化石,カ|セキ,カ|セキ,화석
角速度,カク|ソク|ド,カク|ソク|ド,각속도
刑罰,ケイ|バツ,ケイ|バツ,형벌
万年筆,マン|ネン|ヒツ,マン|ネン|ヒツ,만년필
悪魔,アク|マ,アク|マ,악마
損傷,ソン|ショウ,ソン|ショー,손상
戦闘,セン|トウ,セン|トー,전투
車両,シャ|リョウ,シャ|リョー,차량
体液,タイ|エキ,タイ|エキ,체액
窒息,チッ|ソク,チッ|ソク,질식
制限,セイ|ゲン,セイ|ゲン,제한
卓球,タッ|キュウ,タッ|キュー,탁구
太陽系,タイ|ヨウ|ケイ,タイ|ヨー|ケイ,태양계
岩石,ガン|セキ,ガン|セキ,암석
球場,キュウ|ジョウ,キュー|ジョー,구장
拷問,ゴウ|モン,ゴー|モン,고문
叙情,ジョ|ジョウ,ジョ|ジョー,서정
悲劇,ヒ|ゲキ,ヒ|ゲキ,비극
男爵,ダン|シャク,ダン|シャク,남작
回生,カイ|セイ,カイ|セイ,회생
発電,ハツ|デン,ハツ|デン,발전
象形,ショウ|ケイ,ショー|ケイ,상형
俳優,ハイ|ユウ,ハイ|ユー,배우
端子,タン|シ,タン|シ,단자
磁石,ジ|シャク,ジ|シャク,자석
否定,ヒ|テイ,ヒ|テイ,부정
考古学,コウ|コ|ガク,コー|コ|ガク,고고학
民法,ミン|ポウ,ミン|ポー,민법
刑法,ケイ|ホウ,ケイ|ホー,형법
演芸,エン|ゲイ,エン|ゲイ,연예
型,カタ,カタ,형
近東,キン|トウ,キン|トー,근동
本線,ホン|セン,ホン|セン,본선
近距離,キン|キョ|リ,キン|キョ|リ,근거리
孔子,コウ|シ,コー|シ,공자
脳死,ノウ|シ,ノー|シ,뇌사
土星,ド|セイ,ド|セイ,토성
北斗七星,ホク|ト|シチ|セイ,ホク|ト|シチ|セイ,북두칠성
木星,モク|セイ,モク|セイ,목성
脳,ノウ,ノー,뇌
因数,イン|スウ,イン|スー,인수
公民,コウ|ミン,コー|ミン,공민
国籍,コク|セキ,コク|セキ,국적
下院,カ|イン,カ|イン,하원
上院,ジョウ|イン,ジョー|イン,상원
総統,ソウ|トウ,ソー|トー,총통
肺癌,ハイ|ガン,ハイ|ガン,폐암
反核,ハン|カク,ハン|カク,반핵
上京,ジョウ|キョウ,ジョー|キョー,상경
西京,ニシ|ギョウ,ニシ|ギョー,서경
建築,ケン|チク,ケン|チク,건축
渓谷,ケイ|コク,ケイ|コク,계곡
中心,チュウ|シン,チュー|シン,중심
牧師,ボク|シ,ボク|シ,목사
発光,ハッ|コウ,ハッ|コー,발광
木簡,モッ|カン,モッ|カン,목간
衆議院,シュウ|ギ|イン,シュー|ギ|イン,중의원
業務,ギョウ|ム,ギョー|ム,업무
弾道,ダン|ドウ,ダン|ドー,탄도
行政,ギョウ|セイ,ギョー|セイ,행정
指紋,シ|モン,シ|モン,지문
弾道弾,ダン|ドウ|ダン,ダン|ドー|ダン,탄도탄
薄膜,ハク|マク,ハク|マク,박막
産業,サン|ギョウ,サン|ギョー,산업
算術,サン|ジュツ,サン|ジュツ,산술
素子,ソ|シ,ソ|シ,소자
合唱,ガッ|ショウ,ガッ|ショー,합창
真性,シン|セイ,シン|セイ,진성
消化,ショウ|カ,ショー|カ,소화
逆数,ギャク|スウ,ギャク|スー,역수
美女,ビ|ジョ,ビ|ジョ,미녀
争議,ソウ|ギ,ソー|ギ,쟁의
本土,ホン|ド,ホン|ド,본토
膜,マク,マク,막
光度,コウ|ド,コー|ド,광도
国会,コッ|カイ,コッ|カイ,국회
中国銀行,チュウ|ゴク|ギン|コウ,チュー|ゴク|ギン|コー,중국은행
相国,ショウ|コク,ショー|コク,상국
丞相,ジョウ|ショウ,ジョー|ショー,승상
血小板,ケッ|ショウ|バン,ケッ|ショー|バン,혈소판
結晶,ケッ|ショウ,ケッ|ショー,결정
虹彩,コウ|サイ,コー|サイ,홍채
交流,コウ|リュウ,コー|リュー,교류
誘導体,ユウ|ドウ|タイ,ユー|ドー|タイ,유도체
犯罪,ハン|ザイ,ハン|ザイ,범죄
聴覚,チョウ|カク,チョー|カク,청각
味覚,ミ|カク,ミ|カク,미각
嗅覚,キュウ|カク,キュー|カク,후각
恐怖症,キョウ|フ|ショウ,キョー|フ|ショー,공포증
祭壇,サイ|ダン,サイ|ダン,제단
最下位,サイ|カ|イ,サイ|カ|イ,최하위
献血,ケン|ケツ,ケン|ケツ,헌혈
迫害,ハク|ガイ,ハク|ガイ,박해
南明,ナン|メイ,ナン|メイ,남명
解除,カイ|ジョ,カイ|ジョ,해제
加工,カ|コウ,カ|コー,가공
性,セイ,セイ,성
幽霊,ユウ|レイ,ユー|レイ,유령
多摩,タ|マ,タ|マ,다마
地域,チ|イキ,チ|イキ,지역
階級,カイ|キュウ,カイ|キュー,계급
闘争,トウ|ソウ,トー|ソー,투쟁
双方向,ソウ|ホウ|コウ,ソー|ホー|コー,쌍방향
