kanji,kana,kana_parsed,kana_romaji,hangul,hangul_parsed,hangul_romaja,kana_initial_medial,kana_final,kana_romaji_initial,kana_romaji_medial,kana_romaji_final,hangul_initial,hangul_medial,hangul_final,hangul_romaja_initial,hangul_romaja_medial,hangul_romaja_final,oldkana,かな(初声),かな(中声),かな(終声),한글(初声),한글(中声),한글(終声)
橋,キョウ,キョ-ウ,k-yo-u,교,ㄱᅭ,g-yo-,キョ,ウ,k,yo,u,ㄱ,ᅭ,(none),g,yo,(none),けう,(03) カ行(k),(06) ヨ(yo),(02) ウ (u),(02) ㄱ(g),(07) ᅭ(yo),(01) (none)
供,キョウ,キョ-ウ,k-yo-u,공,ㄱᅩㅇ,g-o-ng,キョ,ウ,k,yo,u,ㄱ,ᅩ,ㅇ,g,o,ng,きよう,(03) カ行(k),(06) ヨ(yo),(02) ウ (u),(02) ㄱ(g),(05) ᅩ(o),(02) ㅇ (ng)
共,キョウ,キョ-ウ,k-yo-u,공,ㄱᅩㅇ,g-o-ng,キョ,ウ,k,yo,u,ㄱ,ᅩ,ㅇ,g,o,ng,きよう,(03) カ行(k),(06) ヨ(yo),(02) ウ (u),(02) ㄱ(g),(05) ᅩ(o),(02) ㅇ (ng)
恐,キョウ,キョ-ウ,k-yo-u,공,ㄱᅩㅇ,g-o-ng,キョ,ウ,k,yo,u,ㄱ,ᅩ,ㅇ,g,o,ng,きよう,(03) カ行(k),(06) ヨ(yo),(02) ウ (u),(02) ㄱ(g),(05) ᅩ(o),(02) ㅇ (ng)
狂,キョウ,キョ-ウ,k-yo-u,광,ㄱᅪㅇ,g-wa-ng,キョ,ウ,k,yo,u,ㄱ,ᅪ,ㅇ,g,wa,ng,きやう,(03) カ行(k),(06) ヨ(yo),(02) ウ (u),(02) ㄱ(g),(04) ᅪ(wa),(02) ㅇ (ng)
京,キョウ,キョ-ウ,k-yo-u,경,ㄱᅧㅇ,g-yeo-ng,キョ,ウ,k,yo,u,ㄱ,ᅧ,ㅇ,g,yeo,ng,きやう,(03) カ行(k),(06) ヨ(yo),(02) ウ (u),(02) ㄱ(g),(13) ᅧ(yeo),(02) ㅇ (ng)
卿,キョウ,キョ-ウ,k-yo-u,경,ㄱᅧㅇ,g-yeo-ng,キョ,ウ,k,yo,u,ㄱ,ᅧ,ㅇ,g,yeo,ng,きやう,(03) カ行(k),(06) ヨ(yo),(02) ウ (u),(02) ㄱ(g),(13) ᅧ(yeo),(02) ㅇ (ng)
境,キョウ,キョ-ウ,k-yo-u,경,ㄱᅧㅇ,g-yeo-ng,キョ,ウ,k,yo,u,ㄱ,ᅧ,ㅇ,g,yeo,ng,きやう,(03) カ行(k),(06) ヨ(yo),(02) ウ (u),(02) ㄱ(g),(13) ᅧ(yeo),(02) ㅇ (ng)
競,キョウ,キョ-ウ,k-yo-u,경,ㄱᅧㅇ,g-yeo-ng,キョ,ウ,k,yo,u,ㄱ,ᅧ,ㅇ,g,yeo,ng,きやう,(03) カ行(k),(06) ヨ(yo),(02) ウ (u),(02) ㄱ(g),(13) ᅧ(yeo),(02) ㅇ (ng)
経,キョウ,キョ-ウ,k-yo-u,경,ㄱᅧㅇ,g-yeo-ng,キョ,ウ,k,yo,u,ㄱ,ᅧ,ㅇ,g,yeo,ng,きやう,(03) カ行(k),(06) ヨ(yo),(02) ウ (u),(02) ㄱ(g),(13) ᅧ(yeo),(02) ㅇ (ng)
鏡,キョウ,キョ-ウ,k-yo-u,경,ㄱᅧㅇ,g-yeo-ng,キョ,ウ,k,yo,u,ㄱ,ᅧ,ㅇ,g,yeo,ng,きやう,(03) カ行(k),(06) ヨ(yo),(02) ウ (u),(02) ㄱ(g),(13) ᅧ(yeo),(02) ㅇ (ng)
興,キョウ,キョ-ウ,k-yo-u,흥,ㅎᅳㅇ,h-eu-ng,キョ,ウ,k,yo,u,ㅎ,ᅳ,ㅇ,h,eu,ng,きよう,(03) カ行(k),(06) ヨ(yo),(02) ウ (u),(03) ㅎ(h),(08) ᅳ(eu),(02) ㅇ (ng)
況,キョウ,キョ-ウ,k-yo-u,황,ㅎᅪㅇ,h-wa-ng,キョ,ウ,k,yo,u,ㅎ,ᅪ,ㅇ,h,wa,ng,きやう,(03) カ行(k),(06) ヨ(yo),(02) ウ (u),(03) ㅎ(h),(04) ᅪ(wa),(02) ㅇ (ng)
郷,キョウ,キョ-ウ,k-yo-u,향,ㅎᅣㅇ,h-ya-ng,キョ,ウ,k,yo,u,ㅎ,ᅣ,ㅇ,h,ya,ng,きやう,(03) カ行(k),(06) ヨ(yo),(02) ウ (u),(03) ㅎ(h),(12) ᅣ(ya),(02) ㅇ (ng)
饗,キョウ,キョ-ウ,k-yo-u,향,ㅎᅣㅇ,h-ya-ng,キョ,ウ,k,yo,u,ㅎ,ᅣ,ㅇ,h,ya,ng,きやう,(03) カ行(k),(06) ヨ(yo),(02) ウ (u),(03) ㅎ(h),(12) ᅣ(ya),(02) ㅇ (ng)
協,キョウ,キョ-ウ,k-yo-u,협,ㅎᅧㅂ,h-yeo-b,キョ,ウ,k,yo,u,ㅎ,ᅧ,ㅂ,h,yeo,b,けふ,(03) カ行(k),(06) ヨ(yo),(02) ウ (u),(03) ㅎ(h),(13) ᅧ(yeo),(03) ㅂ (b)
峡,キョウ,キョ-ウ,k-yo-u,협,ㅎᅧㅂ,h-yeo-b,キョ,ウ,k,yo,u,ㅎ,ᅧ,ㅂ,h,yeo,b,けふ,(03) カ行(k),(06) ヨ(yo),(02) ウ (u),(03) ㅎ(h),(13) ᅧ(yeo),(03) ㅂ (b)
狭,キョウ,キョ-ウ,k-yo-u,협,ㅎᅧㅂ,h-yeo-b,キョ,ウ,k,yo,u,ㅎ,ᅧ,ㅂ,h,yeo,b,けふ,(03) カ行(k),(06) ヨ(yo),(02) ウ (u),(03) ㅎ(h),(13) ᅧ(yeo),(03) ㅂ (b)
脅,キョウ,キョ-ウ,k-yo-u,협,ㅎᅧㅂ,h-yeo-b,キョ,ウ,k,yo,u,ㅎ,ᅧ,ㅂ,h,yeo,b,けふ,(03) カ行(k),(06) ヨ(yo),(02) ウ (u),(03) ㅎ(h),(13) ᅧ(yeo),(03) ㅂ (b)
亨,キョウ,キョ-ウ,k-yo-u,형,ㅎᅧㅇ,h-yeo-ng,キョ,ウ,k,yo,u,ㅎ,ᅧ,ㅇ,h,yeo,ng,きやう,(03) カ行(k),(06) ヨ(yo),(02) ウ (u),(03) ㅎ(h),(13) ᅧ(yeo),(02) ㅇ (ng)
兄,キョウ,キョ-ウ,k-yo-u,형,ㅎᅧㅇ,h-yeo-ng,キョ,ウ,k,yo,u,ㅎ,ᅧ,ㅇ,h,yeo,ng,きやう,(03) カ行(k),(06) ヨ(yo),(02) ウ (u),(03) ㅎ(h),(13) ᅧ(yeo),(02) ㅇ (ng)
匈,キョウ,キョ-ウ,k-yo-u,흉,ㅎᅲㅇ,h-yu-ng,キョ,ウ,k,yo,u,ㅎ,ᅲ,ㅇ,h,yu,ng,,(03) カ行(k),(06) ヨ(yo),(02) ウ (u),(03) ㅎ(h),(10) ᅲ(yu),(02) ㅇ (ng)
胸,キョウ,キョ-ウ,k-yo-u,흉,ㅎᅲㅇ,h-yu-ng,キョ,ウ,k,yo,u,ㅎ,ᅲ,ㅇ,h,yu,ng,きよう,(03) カ行(k),(06) ヨ(yo),(02) ウ (u),(03) ㅎ(h),(10) ᅲ(yu),(02) ㅇ (ng)
邱,キュウ,キュ-ウ,k-yu-u,구,ㄱᅮ,g-u-,キュ,ウ,k,yu,u,ㄱ,ᅮ,(none),g,u,(none),,(03) カ行(k),(08) ユ(yu),(02) ウ (u),(02) ㄱ(g),(09) ᅮ(u),(01) (none)
丘,キュウ,キュ-ウ,k-yu-u,구,ㄱᅮ,g-u-,キュ,ウ,k,yu,u,ㄱ,ᅮ,(none),g,u,(none),きう,(03) カ行(k),(08) ユ(yu),(02) ウ (u),(02) ㄱ(g),(09) ᅮ(u),(01) (none)
久,キュウ,キュ-ウ,k-yu-u,구,ㄱᅮ,g-u-,キュ,ウ,k,yu,u,ㄱ,ᅮ,(none),g,u,(none),きう,(03) カ行(k),(08) ユ(yu),(02) ウ (u),(02) ㄱ(g),(09) ᅮ(u),(01) (none)
救,キュウ,キュ-ウ,k-yu-u,구,ㄱᅮ,g-u-,キュ,ウ,k,yu,u,ㄱ,ᅮ,(none),g,u,(none),きう,(03) カ行(k),(08) ユ(yu),(02) ウ (u),(02) ㄱ(g),(09) ᅮ(u),(01) (none)
旧,キュウ,キュ-ウ,k-yu-u,구,ㄱᅮ,g-u-,キュ,ウ,k,yu,u,ㄱ,ᅮ,(none),g,u,(none),きう,(03) カ行(k),(08) ユ(yu),(02) ウ (u),(02) ㄱ(g),(09) ᅮ(u),(01) (none)
球,キュウ,キュ-ウ,k-yu-u,구,ㄱᅮ,g-u-,キュ,ウ,k,yu,u,ㄱ,ᅮ,(none),g,u,(none),きう,(03) カ行(k),(08) ユ(yu),(02) ウ (u),(02) ㄱ(g),(09) ᅮ(u),(01) (none)
究,キュウ,キュ-ウ,k-yu-u,구,ㄱᅮ,g-u-,キュ,ウ,k,yu,u,ㄱ,ᅮ,(none),g,u,(none),きう,(03) カ行(k),(08) ユ(yu),(02) ウ (u),(02) ㄱ(g),(09) ᅮ(u),(01) (none)
臼,キュウ,キュ-ウ,k-yu-u,구,ㄱᅮ,g-u-,キュ,ウ,k,yu,u,ㄱ,ᅮ,(none),g,u,(none),きう,(03) カ行(k),(08) ユ(yu),(02) ウ (u),(02) ㄱ(g),(09) ᅮ(u),(01) (none)
嗅,キュウ,キュ-ウ,k-yu-u,후,ㅎᅮ,h-u-,キュ,ウ,k,yu,u,ㅎ,ᅮ,(none),h,u,(none),きう,(03) カ行(k),(08) ユ(yu),(02) ウ (u),(03) ㅎ(h),(09) ᅮ(u),(01) (none)
休,キュウ,キュ-ウ,k-yu-u,휴,ㅎᅲ,h-yu-,キュ,ウ,k,yu,u,ㅎ,ᅲ,(none),h,yu,(none),きう,(03) カ行(k),(08) ユ(yu),(02) ウ (u),(03) ㅎ(h),(10) ᅲ(yu),(01) (none)
急,キュウ,キュ-ウ,k-yu-u,급,ㄱᅳㅂ,g-eu-b,キュ,ウ,k,yu,u,ㄱ,ᅳ,ㅂ,g,eu,b,きふ,(03) カ行(k),(08) ユ(yu),(02) ウ (u),(02) ㄱ(g),(08) ᅳ(eu),(03) ㅂ (b)
級,キュウ,キュ-ウ,k-yu-u,급,ㄱᅳㅂ,g-eu-b,キュ,ウ,k,yu,u,ㄱ,ᅳ,ㅂ,g,eu,b,きふ,(03) カ行(k),(08) ユ(yu),(02) ウ (u),(02) ㄱ(g),(08) ᅳ(eu),(03) ㅂ (b)
給,キュウ,キュ-ウ,k-yu-u,급,ㄱᅳㅂ,g-eu-b,キュ,ウ,k,yu,u,ㄱ,ᅳ,ㅂ,g,eu,b,きふ,(03) カ行(k),(08) ユ(yu),(02) ウ (u),(02) ㄱ(g),(08) ᅳ(eu),(03) ㅂ (b)
宮,キュウ,キュ-ウ,k-yu-u,궁,ㄱᅮㅇ,g-u-ng,キュ,ウ,k,yu,u,ㄱ,ᅮ,ㅇ,g,u,ng,きゆう,(03) カ行(k),(08) ユ(yu),(02) ウ (u),(02) ㄱ(g),(09) ᅮ(u),(02) ㅇ (ng)
弓,キュウ,キュ-ウ,k-yu-u,궁,ㄱᅮㅇ,g-u-ng,キュ,ウ,k,yu,u,ㄱ,ᅮ,ㅇ,g,u,ng,きゆう,(03) カ行(k),(08) ユ(yu),(02) ウ (u),(02) ㄱ(g),(09) ᅮ(u),(02) ㅇ (ng)
吸,キュウ,キュ-ウ,k-yu-u,흡,ㅎᅳㅂ,h-eu-b,キュ,ウ,k,yu,u,ㅎ,ᅳ,ㅂ,h,eu,b,きふ,(03) カ行(k),(08) ユ(yu),(02) ウ (u),(03) ㅎ(h),(08) ᅳ(eu),(03) ㅂ (b)
脈,ミャク,ミャ-ク,m-ya-ku,맥,ㅁᅢㄱ,m-ae-k,ミャ,ク,m,ya,ku,ㅁ,ᅢ,ㄱ,m,ae,k,みやく,(15) マ行(m),(03) ヤ(ya),(05) ク (ku),(13) ㅁ(m),(01) ᅢ(ae),(06) ㄱ (k)
命,ミョウ,ミョ-ウ,m-yo-u,명,ㅁᅧㅇ,m-yeo-ng,ミョ,ウ,m,yo,u,ㅁ,ᅧ,ㅇ,m,yeo,ng,みやう,(15) マ行(m),(06) ヨ(yo),(02) ウ (u),(13) ㅁ(m),(13) ᅧ(yeo),(02) ㅇ (ng)
尿,ニョウ,ニョ-ウ,n-yo-u,뇨,ㄴᅭ,n-yo-,ニョ,ウ,n,yo,u,ㄴ,ᅭ,(none),n,yo,(none),ねう,(10) ナ行(n),(06) ヨ(yo),(02) ウ (u),(11) ㄴ(n),(07) ᅭ(yo),(01) (none)
乳,ニュウ,ニュ-ウ,n-yu-u,유,ㅇᅲ,-yu-,ニュ,ウ,n,yu,u,ㅇ,ᅲ,(none),(none),yu,(none),にゆう,(10) ナ行(n),(08) ユ(yu),(02) ウ (u),(01) ㅇ,(10) ᅲ(yu),(01) (none)
入,ニュウ,ニュ-ウ,n-yu-u,입,ㅇᅵㅂ,-i-b,ニュ,ウ,n,yu,u,ㅇ,ᅵ,ㅂ,(none),i,b,にふ,(10) ナ行(n),(08) ユ(yu),(02) ウ (u),(01) ㅇ,(16) ᅵ(i),(03) ㅂ (b)
平,ピョン,ピョ-ン,p-yo-n,평,ㅍᅧㅇ,p-yeo-ng,ピョ,ン,p,yo,n,ㅍ,ᅧ,ㅇ,p,yeo,ng,ぴやう,(13) パ行(p),(06) ヨ(yo),(04) ン (n),(14) ㅍ(p),(13) ᅧ(yeo),(02) ㅇ (ng)
表,ピョウ,ピョ-ウ,p-yo-u,표,ㅍᅭ,p-yo-,ピョ,ウ,p,yo,u,ㅍ,ᅭ,(none),p,yo,(none),ぺう,(13) パ行(p),(06) ヨ(yo),(02) ウ (u),(14) ㅍ(p),(07) ᅭ(yo),(01) (none)
平,ピョウ,ピョ-ウ,p-yo-u,평,ㅍᅧㅇ,p-yeo-ng,ピョ,ウ,p,yo,u,ㅍ,ᅧ,ㅇ,p,yeo,ng,ぴやう,(13) パ行(p),(06) ヨ(yo),(02) ウ (u),(14) ㅍ(p),(13) ᅧ(yeo),(02) ㅇ (ng)
略,リャク,リャ-ク,r-ya-ku,략,ㄹᅣㄱ,r-ya-k,リャ,ク,r,ya,ku,ㄹ,ᅣ,ㄱ,r,ya,k,りやく,(16) ラ行(r),(03) ヤ(ya),(05) ク (ku),(15) ㄹ(r),(12) ᅣ(ya),(06) ㄱ (k)
力,リョク,リョ-ク,r-yo-ku,력,ㄹᅧㄱ,r-yeo-k,リョ,ク,r,yo,ku,ㄹ,ᅧ,ㄱ,r,yeo,k,りよく,(16) ラ行(r),(06) ヨ(yo),(05) ク (ku),(15) ㄹ(r),(13) ᅧ(yeo),(06) ㄱ (k)
了,リョウ,リョ-ウ,r-yo-u,료,ㄹᅭ,r-yo-,リョ,ウ,r,yo,u,ㄹ,ᅭ,(none),r,yo,(none),れう,(16) ラ行(r),(06) ヨ(yo),(02) ウ (u),(15) ㄹ(r),(07) ᅭ(yo),(01) (none)
僚,リョウ,リョ-ウ,r-yo-u,료,ㄹᅭ,r-yo-,リョ,ウ,r,yo,u,ㄹ,ᅭ,(none),r,yo,(none),れう,(16) ラ行(r),(06) ヨ(yo),(02) ウ (u),(15) ㄹ(r),(07) ᅭ(yo),(01) (none)
料,リョウ,リョ-ウ,r-yo-u,료,ㄹᅭ,r-yo-,リョ,ウ,r,yo,u,ㄹ,ᅭ,(none),r,yo,(none),れう,(16) ラ行(r),(06) ヨ(yo),(02) ウ (u),(15) ㄹ(r),(07) ᅭ(yo),(01) (none)
療,リョウ,リョ-ウ,r-yo-u,료,ㄹᅭ,r-yo-,リョ,ウ,r,yo,u,ㄹ,ᅭ,(none),r,yo,(none),れう,(16) ラ行(r),(06) ヨ(yo),(02) ウ (u),(15) ㄹ(r),(07) ᅭ(yo),(01) (none)
永,リョウ,リョ-ウ,r-yo-u,영,ㅇᅧㅇ,-yeo-ng,リョ,ウ,r,yo,u,ㅇ,ᅧ,ㅇ,(none),yeo,ng,,(16) ラ行(r),(06) ヨ(yo),(02) ウ (u),(01) ㅇ,(13) ᅧ(yeo),(02) ㅇ (ng)
陵,リョウ,リョ-ウ,r-yo-u,릉,ㄹᅳㅇ,r-eu-ng,リョ,ウ,r,yo,u,ㄹ,ᅳ,ㅇ,r,eu,ng,りよう,(16) ラ行(r),(06) ヨ(yo),(02) ウ (u),(15) ㄹ(r),(08) ᅳ(eu),(02) ㅇ (ng)
両,リョウ,リョ-ウ,r-yo-u,량,ㄹᅣㅇ,r-ya-ng,リョ,ウ,r,yo,u,ㄹ,ᅣ,ㅇ,r,ya,ng,りやう,(16) ラ行(r),(06) ヨ(yo),(02) ウ (u),(15) ㄹ(r),(12) ᅣ(ya),(02) ㅇ (ng)
糧,リョウ,リョ-ウ,r-yo-u,량,ㄹᅣㅇ,r-ya-ng,リョ,ウ,r,yo,u,ㄹ,ᅣ,ㅇ,r,ya,ng,りやう,(16) ラ行(r),(06) ヨ(yo),(02) ウ (u),(15) ㄹ(r),(12) ᅣ(ya),(02) ㅇ (ng)
量,リョウ,リョ-ウ,r-yo-u,량,ㄹᅣㅇ,r-ya-ng,リョ,ウ,r,yo,u,ㄹ,ᅣ,ㅇ,r,ya,ng,りやう,(16) ラ行(r),(06) ヨ(yo),(02) ウ (u),(15) ㄹ(r),(12) ᅣ(ya),(02) ㅇ (ng)
霊,リョウ,リョ-ウ,r-yo-u,령,ㄹᅧㅇ,r-yeo-ng,リョ,ウ,r,yo,u,ㄹ,ᅧ,ㅇ,r,yeo,ng,りやう,(16) ラ行(r),(06) ヨ(yo),(02) ウ (u),(15) ㄹ(r),(13) ᅧ(yeo),(02) ㅇ (ng)
